Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link
898,China,Hu Jintao,,Sweden,Stockholm,9.6.2007,10.6.2007,"Hu Jintao met with Swedish King Carl XVI Gustaf., Hu Jintao held official talks with Swedish Prime Minister Fredrik Reinfeldt.","Hu Jintao, Tang Jiaxuan, Carl XVI Gustaf, Hu Jintao, Tang Jiaxuan, Fredrik Reinfeldt",http://news.xinhuanet.com/english/2007-06/10/content_6224005.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5958
899,China,Hu Jintao,,Germany,Heiligendamm,7.6.2007,8.6.2007,"Hu Jintao met with Mexican President Felipe Calderon., Hu Jintao met with South African President Thabo Mbeki., Hu Jintao met with Indian Prime Minister Manmohan Singh., Hu Jintao attended a group meeting with leaders of Brazil, India, Mexico and South Africa., Hu Jintao met with German Chancellor Angela Merkel., Hu Jintao met with Canadian Prime Minister Stephen Harper., Hu Jintao met with Italian Prime Minister Romano Prodi., Hu Jintao met with French President Nicolas Sarkozy., Hu Jintao met with Japanese Prime Minister Shinzo Abe., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with U.S. President George W. Bush., Hu Jintao attended the outreach session between the Group of Eight (G8) industrialized nations and five major developing countries.","Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Felipe Calderon, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Thabo Mbeki, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Manmohan Singh, Hu Jintao, Bo Xilai, Ma Kai, Hu Jintao, Tang Jiaxuan, Angela Merkel, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Stephen Harper, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Romano Prodi, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Nicolas Sarkozy, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Shinzo Abe, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan, Vladimir Vladimir, Hu Jintao, Tang Jiaxuan, George W. Bush, Hu Jintao, Bo Xilai, Ma Kai, Tang Jiaxuan",http://english.gov.cn/2007-06/08/content_642043.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5949
900,China,Hu Jintao,,Russia,Kazan,26.3.2007,28.3.2007,"Hu Jintao and Russian President Vladimir Vladimirovich Putin participated in the opening ceremony of the ""Year of China"" in Russia. , Hu Jintao met with Russian Prime Minister Mikhail Fradkov., Hu Jintao met with Boris Gryzlov, chairman of the State Duma of Russia., Hu Jintao met with President of Republic of Tatarstan Mintimer Shaimiyev.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Mikhail Fradkov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi, Boris Gryzlov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Sun Jiazheng, Wu Yi,  Shaimiyev",http://news.xinhuanet.com/english/2007-03/29/content_5909711.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5801
901,China,Hu Jintao,,Seychelles,Victoria,9.2.2007,9.2.2007,Hu Jintao held talks with Seychellois President James Alix Michel.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, James Alix Michel",http://english.gov.cn/2007-02/09/content_523387.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5713
902,China,Hu Jintao,,Mozambique,Maputo,8.2.2007,8.2.2007,Hu Jintao held talks with Mozambican President  Armando Emilio Guebuza.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Armando Emilio Guebuza",http://news.xinhuanet.com/english/2007-02/09/content_5717182.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5708
903,China,Hu Jintao,,South Africa,Pretoria,6.2.2007,6.2.2007,Hu Jintao held talks with South African President Thabo Mbeki.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Thabo Mbeki",http://news.xinhuanet.com/english/2007-02/07/content_5706089.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5706
904,China,Hu Jintao,,Namibia,Windhoek,5.2.2007,5.2.2007,Hu Jintao held talks with Namibian President Hifikepunye Pohamba.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Hifikepunye Pohamba",http://english.gov.cn/2007-02/06/content_518740.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5704
905,China,Hu Jintao,,Zambia,Lusaka,3.2.2007,3.2.2007,Hu Jintao held talks with Zambian President Levy Patrick Mwanawasa.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Levy Patrick Mwanawasa",http://news.xinhuanet.com/english/2007-02/04/content_5691404.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5702
906,China,Hu Jintao,,Sudan,Khartoum,2.2.2007,2.2.2007,Hu Jintao held talks with Sudanese President Omar Hassan Ahmed al-Bashir.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Omar Hassan Ahmed al-Bashir",http://news.xinhuanet.com/english/2007-02/02/content_5688927.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5700
907,China,Hu Jintao,,Liberia,Monrovia,1.2.2007,1.2.2007,Hu Jintao held talks with Liberian President Ellen Johnson-Sirleaf.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Ellen Johnson-Sirleaf",http://news.xinhuanet.com/english/2007-02/02/content_5685183.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5699
908,China,Hu Jintao,,Cameroon,Yaounde,31.1.2007,31.1.2007,Hu Jintao held talks with Cameroonian President Paul Biya.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Paul Biya",http://news.xinhuanet.com/english/2007-02/01/content_5680887.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5693
909,China,Hu Jintao,,United Arab Emirates,Dubai,30.1.2007,30.1.2007,Hu Jintao talked with United Arab Emirates (UAE) vice president and prime minister Sheikh Mohammed Bin Rashid Al Maktoum.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Bin Rashid Al Maktoum Sheikh Mohammed",http://english.gov.cn/2007-01/31/content_513315.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5691
910,China,Hu Jintao,,Pakistan,Islamabad,24.11.2006,25.11.2006,"Hu Jintao held talks with Pakistani President Pervez Musharraf.
, He JIntao met with Pakistani Prime Minister Shaukat Aziz, Senate Speaker Ellahi Bakhsh Soomro and National Assembly Speaker Chaudhry Amir Hussain.","Hu Jintao, Bo Xilai, Li Zhaoxing, Wang Gang, Wang Jiarui, Pervez Musharraf, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Shaukat Aziz, Ellahi Bakhsh Soomro, Chaudhry Amir Hussain",http://news.xinhuanet.com/english/2006-11/25/content_5372674.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5558
911,China,Hu Jintao,,India,New Delhi,21.11.2006,21.11.2006,"Hu Jintao held talks with Indian Prime Minister Manmohan Singh., Hu Jintao met with Chairman of the Upper House of Indian Parliament Bhairon Singh Shekhawat and Indian Speaker of House of the People Somnath Chatterjee., Hu Jintao met with Indian President Abdul Kalam.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Manmo Singh, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Bhairon Singh Shekhawat, Somnath Chatterjee, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Abdul Kalam",http://english.gov.cn/2006-11/22/content_449605.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5544
912,China,Hu Jintao,,Laos,Vientiane,19.11.2006,19.11.2006,"Hu Jintao met with Choummaly Sayasone, general secretary of the Central Committee of the Lao People's Revolutionary Party (PRP) and the Lao president.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Sayasone Choummaly",http://news.xinhuanet.com/english/2006-11/19/content_5350861.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5541
913,China,Hu Jintao,,Vietnam,Hanoi,15.11.2006,18.11.2006,"Hu Jintao met with Nguyen Ba Thanh, secretary of the Da Nang City Committee of the Communist Party of Vietnam., Hu Jintao held talk with Nong Duc Manh, general secretary of the Central Committee of the Communist Party of Vietnam, Vietnamese President Nguyen Minh Triet., Hu Jintao met with Australian Prime Minister John Howard.
, Hu Jintao met with President of the Republic of Korea (ROK) Roh Moo-hyun.
, Hu Jintao met with Chilean President Michelle Bachelet., Hu Jintao met with Chairman of the Vietnamese National Assembly Nguyen Phu Trong., Hu Jintao met with Vietnamese Prime Minister Nguyen Tan Dung., Hu Jintao met with U.S. President George W. Bush., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao addressed the 14th APEC Economic Leaders' Meeting., Hu Jintao met with Japanese Prime Minister Shinzo Abe.","Hu Jintao, Ma Kai, Wang Gang, Wang Jiarui, Ba Thanh Nguyen, Hu Jintao, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Duc Manh Nong, Minh Triet Nguyen, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, John Howard, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Moo-hyun Roh, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Michelle Bachelet, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Phu Trong Nguyen, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Tan Dung Nguyen, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, George W. Bush, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Shinzo Abe",http://news.xinhuanet.com/english/2006-11/18/content_5346087.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5535
914,China,Hu Jintao,,Russia,St. Petersburg,16.7.2006,17.7.2006,"Hu Jintao met with US President George W. Bush during a bilateral meeting on the sidelines of the G8 Summit., Hu Jintao attended the leaders' meeting of the six developing countries., Hu Jintao, Russian President Vladimir Putin and Indian Prime Minister Manmohan Singh held a trilateral summit meeting.
, Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with some world leaders after the outreach session of the G8 summit.
","Hu Jintao, Tang Jiaxuan, George W. Bush, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Denis Sassou-Nguesso, Manmohan Singh, Da Silva Lula, Vicente Fox, Thabo Mbeki, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Vladimir Putin, Manmohan Singh, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Jacques Chirac, Romano Prodi",http://english.gov.cn/2006-07/18/content_338481.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5149
915,China,Hu Jintao,,Kazakhstan,Almaty,17.6.2006,17.6.2006,Hu Jintao attended the second summit of the Conference on Interaction and Confidence-Building Measures in Asia (CICA).,"Hu Jintao, Tang Jiaxuan",http://news.xinhuanet.com/english/2006-06/17/content_4710642.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5069
916,China,Hu Jintao,,Kenya,Nairobi,28.4.2006,28.4.2006,"Hu Jintao met with the UN Human Settlement Program (UN-HABITAT) Executive Director Mrs. Anna Kajumulo Tibaijuka and Environment Program (UNEP) acting Executive Director Shafqat Kakakhel., Hu Jintao held talks with Kenyan President Mwai Kibaki.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Anna Kajumulo Tibaijuka, Shafqat Kakakhel, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Mwai Kibaki",http://english.gov.cn/2006-04/28/content_269154.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4911
917,China,Hu Jintao,,Nigeria,Abuja,26.4.2006,26.4.2006,Hu Jintao held talks with Nigerian President Olusegun Obasanjo.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Olusegun Obasanjo",http://news.xinhuanet.com/english/2006-04/27/content_4479268.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4908
918,China,Hu Jintao,,Morocco,Rabat,24.4.2006,25.4.2006,"Hu Jintao held talks with Moroccan King S. M. Le Roi Mohammed VI., Hu Jintao met with Moroccan Prime Minister Driss Jettou, Senate President Moustapha Okacha, and Chamber of Representatives President Abdeloughed Radi.
","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, S. M. Le Roi Mohammed VI, Hu Jintao, Li Zhaoxing, Abdeloughed Radi, Driss Jettou, Moustapha Okacha",http://en.chinabroadcast.cn/811/2006/04/25/198@81396.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4907
919,China,Hu Jintao,,Saudi Arabia,Riyadh,22.4.2006,23.4.2006,"Hu Jintao held talks with Saudi King Abdullah bin Abdul-Aziz., Hu Jintao met with Abdul Rahman Al-Attiyah, Secretary General of the Gulf Cooperation Council (GCC)., Hu Jintao met with Saudi Crown Prince Sultan bin Abdul-Aziz Al-Saud., Hu Jintao met with Salih bin Abdullah bin Hameed, chairman of the Saudi Consultative Council.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, King Abdullah bin Abdul-Aziz, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Abdul Rahman Al-Attiyah, Hu Jintao, Tang Jiaxuan, Sultan bin Abdul-Aziz Al-Saud, Hu Jintao, Tang Jiaxuan, Salih bin Abdullah bin Hameed",http://news.xinhuanet.com/english/2006-04/23/content_4463955.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4894
920,China,Hu Jintao,,United States of America,New Haven,18.4.2006,21.4.2006,"Hu Jintao and his wife Liu Yongqing, accompanied by Microsoft Chairman Bill Gates, visited Microsoft headquarters., Hu Jintao met with Washington Governor Christine Gregoire., Hu Jintao visited the plane manufacturing plant of Boeing., Hu Jintao delivered a speech at a dinner hosted by friendly organizations in the United States of America.
, Hu Jintao met with U.S. Vice President Dick Cheney and Senate President Pro Tempore Ted Stevens., Hu Jintao met with U.S. President George W. Bush at the White House for talks on issues ranging from Sino-U.S. relations to major international and regional issues., Hu Jintao delivered a speech at Yale University.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Bill Gates, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Christine Gregoire, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, Dick Cheney, Ted Stevens, Hu Jintao, Bo Xilai, Li Zhaoxing, Tang Jiaxuan, George W. Bush, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Zhou Ji",http://english.gov.cn/2006-04/21/content_260612.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=4887
921,China,Hu Jintao,,South Korea,Pusan,16.11.2005,18.11.2005,"Hu Jintao held talks with Roh Moo-hyun, President of the Republic of Korea (ROK)., Hu Jintao attended the 13th Economic Leaders' Meeting of the Asia-Pacific Economic Cooperation (APEC) forum., Hu Jintao met with Russian President Vladimir Putin on the sidelines of the Asia-Pacific Economic Cooperation (APEC) Economic Leaders' Meeting. 
, Hu Jintao met with Donald Tsang Yam-kuen, chief executive of the Hong Kong Special Administrative Region (HKSAR) on the sidelines of the Asia-Pacific Economic Cooperation (APEC) Economic Leaders' Meeting. 
","Hu Jintao, Tang Jiaxuan,  Roh Moo-hyun, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Zeng Yingyinquan",,http://www.chinavitae.com//vip/index.php?mode=show&id=4364
922,China,Hu Jintao,,Spain,Madrid,13.11.2005,14.11.2005,"He Jintao met with Juan Antonio Samaranch, Honorary President of the International Olympic Committee (IOC) and Spain-side chairman of the China-Spain forum., Hu Jintao met with Francisco Javier Rojo Garcia, president of Senate of Spain. , Hu Jintao met with Manuel Marin, president of Congress of Deputies of Spain., Hu Jintao held talks with Spanish Prime Minister Jose Luis Rodriguez Zapatero., Hu Jintao met with Spanish King, Juan Carlos I and Queen Sofia. 
","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Juan Antonio Samaranch, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Francisco Javier Rojo Garcia, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Manuel Marin, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Jose Luis Rodriguez Zapatero, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Juan Carlos I,  Queen Sofia",,http://www.chinavitae.com//vip/index.php?mode=show&id=4329
923,China,Hu Jintao,,Germany,Berlin,10.11.2005,11.11.2005,"Hu Jintao met with German President Horst K, Hu Jintao met with German Parliament speaker Norbert Lammert., Hu Jintao met with Berlin Mayor Klaus Wowereit., Hu Jintao met with German Chancellor Gerhard Schroeder., Hu Jintao met with Angela Merkel, German designated chancellor.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Xu Kuangdi, Horst K, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Norbert Lammert, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Klaus Wowereit, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Gerhard Schroeder, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Angela Merkel",,http://www.chinavitae.com//vip/index.php?mode=show&id=4322
924,China,Hu Jintao,,United Kingdom,London,8.11.2005,9.11.2005,"Hu Jintao met with Britain's Liberal Democrats party leader Charles Kennedy., Hu Jintao met with Britain's Conservative Party leader Michael Howard., Hu Jintao met with British Queen Elizabeth II and her husband Prince Philip., Hu Jintao held talks with British Prime Minister Tony Blair.","Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Charles Kennedy, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Michael Howard, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan,  Prince Philip,  Queen Elizabeth II, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Tony Blair",,http://www.chinavitae.com//vip/index.php?mode=show&id=4311
925,China,Hu Jintao,,Vietnam,Hanoi,31.10.2005,1.11.2005,"Hu Jintao held talks with general secretary of the Central Committee of the Communist Party of Vietnam (CPV) Nong Duc Manh and Vietnamese President Tran Duc Luong., Hu Jintao met with Vietnamese Prime Minister Phan Van Khai., Hu Jintao met with Nguyen Van An, chairman of the Vietnamese National Assembly.","Hu Jintao, Bo Xilai, Wang Gang, Wang Jiarui, Nong Duc Manh, Tran Duc Luong, Hu Jintao, Bo Xilai, Wang Gang, Wang Jiarui, Phan Van Khai, Hu Jintao, Bo Xilai, Wang Gang, Wang Jiarui, Nguyen Van An",,http://www.chinavitae.com//vip/index.php?mode=show&id=4277
926,China,Hu Jintao,,North Korea,Pyongyang,28.10.2005,29.10.2005,"Hu Jintao held talks with Kim Jong-il, general secretary of the Workers' Party of Korea and chairman of the DPRK's National Defense Commission., Hu Jintao met with Kim Yong Nam, president of the Presidium of the Supreme People's Assembly of the Democratic People's Republic of Korea (DPRK).","Hu Jintao, Li Zhaoxing, Wang Gang, Wang Jiarui,  Kim Jong-il, Hu Jintao, Li Zhaoxing, Wang Gang, Wang Jiarui,  Kim Yong Nam",,http://www.chinavitae.com//vip/index.php?mode=show&id=4271
927,China,Hu Jintao,,Canada,Vancouver,16.9.2005,17.9.2005,"Hu Jintao met with Premier of British Columbia Gordon Campbell., Hu Jintao met with Canadian Prime Minister Paul Martin.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Gordon Campbell, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Paul Martin",,http://www.chinavitae.com//vip/index.php?mode=show&id=4102
928,China,Hu Jintao,,United States of America,New York,13.9.2005,15.9.2005,"Hu Jintao met with Philippine President Gloria Macapagal Arroyo., Hu Jintao met with US President George W Bush to discuss development of the China-US relations and exchange views on major world and regional issues. 
, Hu Jintao met with Indian Prime Minister Manmohan Singh., Hu Jintao met with Mozambican President Armando Emilio Guebuza., Hu Jintao met with Russian President Vladimir Putin., Hu Jintao met with Zambian President Levy Mwanawasa. 
, Hu Jintao delivered a speech at the High-Level Meeting on Financing for Development at the United Nations Summit., Hu Jintao met with Macedonian President Branko Crvenkovski., Hu Jintao met with Gabonese President  El Hadj Omar Bongo Ondimba., Hu Jintao met with Swedish Prime Minister Goran Persson., Hu Jintao met with Pakistani President Pervez Musharraf., Hu Jintao met with Algerian President Abdelaziz Bouteflika., Hu Jintao made a speech regarding the reform of the United Nations at the Roundtable of the UN Summit 2005. 
","Hu Jintao, Gloria Macapagal Arroyo, Hu Jintao, George W. Bush, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Manmohan Singh, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Armando Emilio Guebuza, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Vladimir Putin, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Levy Mwanawasa, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Branko Crvenkovski, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, El Habj Omar Bongo Ondimba, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Goran Persson, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Pervez Musharraf, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelaziz Bouteflika, Hu Jintao, Li Zhaoxing, Tang Jiaxuan",,http://www.chinavitae.com//vip/index.php?mode=show&id=4093
929,China,Hu Jintao,,Mexico,Mexico City,12.9.2005,12.9.2005,"Hu Jintao held talks with Mexican President Vicente Fox.
","Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Vicente Fox",,http://www.chinavitae.com//vip/index.php?mode=show&id=4079
930,China,Hu Jintao,,Canada,Toronto,8.9.2005,10.9.2005,"Hu Jintao made remarks at the welcoming ceremony held by Canadian Governor General Adrienne Clarkson at Ridea Hall., Hu Jintao met with some members of the Senate and the House of Commons of Canada. 
, Hu Jintao held talks with Canadian Prime Minister Paul Martin on building a strategic partnership., Hu Jintao met with former Canadian Prime Minister Jean Chretien., Hu Jintao made remarks at a dinner of the China-Canada Trade and Economic Cooperation Forum. 
","Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Adrienne Clarkson, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Paul Martin, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Jean Chretien, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan",,http://www.chinavitae.com//vip/index.php?mode=show&id=4070
931,China,Hu Jintao,,United Kingdom,Gleneagles,7.7.2005,7.7.2005,"Hu Jintao attended a dialogue meeting between the Group of Eight (G8) leaders and leaders from China, India, Brazil, South Africa and Mexico. 
, Hu Jintao met with US President George W. Bush., Hu Jintao met with German Chancellor Gerhard Schroeder at the G8 Summit., Hu Jintao met with French President Jacques Chirac at the G8 Summit., Hu Jintao and Brazilian President Luiz Inacio Lula da Silva, Indian Prime Minister Manmohan Singh, South Africa's president Thabo Mbeki and Mexican President Vicente Fox discussed issues of mutual concern at a meeting held before they met with leaders of the Group of Eight (G8). 
, Hu Jintao met with British Prime Minister Tony Blair, prior to the informal meeting between Group of Eight (G8) leaders and the leaders of China, Brazil, India, Mexico and South Africa.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, George W. Bush, Hu Jintao, Gerhard Schroeder, Hu Jintao, Jacques Chirac, Hu Jintao, Tang Jiaxuan, Luiz Inacio Lula da Silva, Vicente Fox, Thabo Mbeki, Manmohan Singh, Hu Jintao, Tony Blair",,http://www.chinavitae.com//vip/index.php?mode=show&id=3841
932,China,Hu Jintao,,Kazakhstan,Astana,3.7.2005,6.7.2005,"Hu Jintao held talks with Kazakh President Nursultan Nazarbayev., Hu Jintao met with Indian Foreign Minister Natwar Singh., Hu Jintao met with Kazak Speaker of Lower House Mukhamedzhnov., Hu Jintao met with Kazak Senate chairmanan N. Abykaev., Hu Jintao met with Kazak Prime Minister Danial Akhmetov., Hu Jintao met with Iranian First Vice President Mohammad Reza Aref., Hu Jintao met with acting Kyrgyz President Kurmanbek Bakiyev., Hu Jintao met with Uzbek President Islam Abduganiyevich Karimov., Hu Jintao addressed the summit of the Shanghai Cooperation Organization (SCO)., Hu Jintao met with Tajik President Emomali Sharipovich Rakhmonov., Hu Jintao met with Pakistani Prime Minister Shaukat Aziz.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Nursultan Nazarbayev, Hu Jintao, Natwar Singh, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan,  Mukhamedzhnov, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, N. Abykaev, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Daniyal Akhmetov, Hu Jintao, Mohammad Reza Aref, Hu Jintao, Kurmanbek Bakiyev, Hu Jintao, Islam Karimov, Hu Jintao, Emomali Rakhmonov, Hu Jintao, Shaukat Aziz",,http://www.chinavitae.com//vip/index.php?mode=show&id=3836
