,Unnamed: 0,pop_est,continent,name,iso_a3,gdp_md_est,Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link,year
338,76,8299706,Asia,Israel,ISR,297000,109,USA,W. BUSH,,Israel,"Tel Aviv, Jerusalem",1.9.2008,1.11.2008,Met with Prime Minister Olmert and President Peres. Visited Yad Vashem.,,,,2008
339,76,8299706,Asia,Israel,ISR,297000,125,USA,W. BUSH,,Israel,"Tel Aviv, Jerusalem, Masada",14.5.2008,16.5.2008,"Met with President Peres and Prime Minister Olmert. Addressed the Knesset. 
Commemorated Israelâs 60th anniversary.",,,,2008
340,76,8299706,Asia,Israel,ISR,297000,192,USA,OBAMA,,Israel,"Tel Aviv, Jerusalem",20.3.2013,22.3.2013,Met with President Shimon Peres and Prime Minister Benjamin Netanyahu.,,,,2013
341,76,8299706,Asia,Israel,ISR,297000,257,USA,OBAMA,,Israel,Jerusalem,30.9.2016,30.9.2016,Attended the state funeral of former President Shimon Peres.,,,,2016
342,76,8299706,Asia,Israel,ISR,297000,262,USA,TRUMP,,Israel,Jerusalem,22.5.2017,23.5.2017,"Met with President Reuven Rivlin and Prime Minister Benjamin Netanyahu. 
Visited the Western Wall and Yad Vashem.",,,,2017
343,76,8299706,Asia,Israel,ISR,297000,439,Russia,Putin,,Israel,,25.6.2012,,Unveiling a monument marking the Red Armyâs victory over Nazi Germany,,,http://en.kremlin.ru/events/president/trips/15743,2012
344,76,8299706,Asia,Israel,ISR,297000,630,Russia,Putin,,Israel,,27.4.2005,,President Vladimir Putin has arrived in Israel on a working visit,,,http://en.kremlin.ru/events/president/trips/45556,2005
347,79,4543126,Asia,Palestine,PSE,21220.77,110,USA,W. BUSH,,Palestine,"Ramallah, Bethlehem",1.10.2008,1.10.2008,Met with President Abbas and visited the Church of the Nativity.,,,,2008
348,79,4543126,Asia,Palestine,PSE,21220.77,193,USA,OBAMA,,Palestine,"Ramallah, Al-Bireh, Bethlehem",21.3.2013,22.3.2013,Met with President Mahmoud Abbas.,,,,2013
349,79,4543126,Asia,Palestine,PSE,21220.77,263,USA,TRUMP,,Palestine,Bethlehem,23.5.2017,23.5.2017,Met with President Mahmoud Abbas.,,,,2017
350,79,4543126,Asia,Palestine,PSE,21220.77,467,Russia,Dmitry Medvedev,,Palestine,,18.1.2011,,Visit to Palestine,,,http://en.kremlin.ru/events/president/trips/10108,2011
352,81,11403800,Africa,Tunisia,TUN,130800,965,China,Jiang Zemin,,Tunisia,,16.4.2002,20.4.2002,"Tour in Europe,Africa,Iran",Tunisian President Zine al-Abidine Ben Ali,http://pg.china-embassy.org/eng/xwdt/t48072.htm,,2002
353,82,40969443,Africa,Algeria,DZA,609400,481,Russia,Dmitry Medvedev,,Algeria,,10.6.2010,,Official visit to Algeria,,,http://en.kremlin.ru/events/president/trips/9167,2010
354,82,40969443,Africa,Algeria,DZA,609400,610,Russia,Putin,,Algeria,,3.10.2006,,President Vladimir Putin made an official visit to the People's Democratic Republic of Algeria,,,http://en.kremlin.ru/events/president/trips/45584,2006
355,82,40969443,Africa,Algeria,DZA,609400,949,China,Hu Jintao,,Algeria,Algiers,2.3.2004,2.4.2004,"Hu Jintao attended a banquet hosted by Algerian President Abdelaziz Bouteflika., Hu Jintao held talks with Algerian President Abdelaziz Bouteflika., Hu Jintao met with Algerian Prime Minister Ahmed Ouyahia., Hu Jintao met with Speaker of the Algerian National Assembly Karim Younes., Hu Jintao met with Abdelkader Bensalah, president of the Algerian Council of the Nation.","Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelaziz Bouteflika, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelaziz Bouteflika, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Ahmed Ouyahia, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Karim Younes, Hu Jintao, Li Zhaoxing, Tang Jiaxuan, Abdelkader Bensalah",,http://www.chinavitae.com//vip/index.php?mode=show&id=1510,2004
356,83,10248069,Asia,Jordan,JOR,86190,35,USA,W. BUSH,,Jordan,Aqaba,6.4.2003,6.4.2003,"Attended meetings with Israeli Prime Minister Sharon and Palestinian Prime 
Minister Abbas. Met with King Abdullah II.",,,,2003
357,83,10248069,Asia,Jordan,JOR,86190,93,USA,W. BUSH,,Jordan,Amman,29.11.2006,30.11.2006,Met with King Abdullah II and Iraqi Prime Minister al-Maliki.,,,,2006
358,83,10248069,Asia,Jordan,JOR,86190,194,USA,OBAMA,,Jordan,"Amman, Petra",22.3.2013,24.3.2013,Met with King Abdullah II.,,,,2013
359,83,10248069,Asia,Jordan,JOR,86190,437,Russia,Putin,,Jordan,,26.6.2012,,Visit to Jordan,,,http://en.kremlin.ru/events/president/trips/15769,2012
360,83,10248069,Asia,Jordan,JOR,86190,438,Russia,Putin,,Jordan,,26.6.2012,,Visit to Palestine,,,http://en.kremlin.ru/events/president/trips/15767,2012
361,83,10248069,Asia,Jordan,JOR,86190,466,Russia,Dmitry Medvedev,,Jordan,,19.1.2011,,Visit to Jordan,,,http://en.kremlin.ru/events/president/trips/10100,2011
362,83,10248069,Asia,Jordan,JOR,86190,588,Russia,Putin,,Jordan,,13.2.2007,,Vladimir Putin arrived in the Hashemite Kingdom of Jordan on an official visit,,,http://en.kremlin.ru/events/president/trips/45611,2007
363,84,6072475,Asia,United Arab Emirates,ARE,667200,113,USA,W. BUSH,,United Arab Emirates,"Abu Dhabi, Dubai",13.1.2008,14.1.2008,"Met with President Khalifa bin Zayid al Nuhayyin and Crown Prince Sheikh 
Mohammed.",,,,2008
364,84,6072475,Asia,United Arab Emirates,ARE,667200,302,Russia,Putin,,United Arab Emirates,,15.10.2019,,Russian-UAE talks,,,http://en.kremlin.ru/events/president/trips/61824,2019
365,84,6072475,Asia,United Arab Emirates,ARE,667200,573,Russia,Putin,,United Arab Emirates,,9.10.2007,,President Vladimir Putin visited the Treasures of the Moscow Kremlin exhibition in Abu Dhabi,,,http://en.kremlin.ru/events/president/trips/45727,2007
366,84,6072475,Asia,United Arab Emirates,ARE,667200,769,China,Xi Jinping,,United Arab Emirates,Abu Dhabi,20.7.2018,20.7.2018,"Chinese president meets Crown Prince of Abu Dhabi on China-UAE ties, China, UAE to boost Belt and Road cooperation , China, UAE agree to lift ties to comprehensive strategic partnership","Xi Jinping, Sheikh Mohammed bin Zayed Al Nahyan, Xi Jinping, Sheikh Mohammed bin Rashid Al Maktoum, Sheikh Mohammed bin Zayed Al Nahyan",http://www.xinhuanet.com/english/2018-07/21/c_137338423.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=28585,2018
367,84,6072475,Asia,United Arab Emirates,ARE,667200,909,China,Hu Jintao,,United Arab Emirates,Dubai,30.1.2007,30.1.2007,Hu Jintao talked with United Arab Emirates (UAE) vice president and prime minister Sheikh Mohammed Bin Rashid Al Maktoum.,"Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Bin Rashid Al Maktoum Sheikh Mohammed",http://english.gov.cn/2007-01/31/content_513315.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5691,2007
368,85,2314307,Asia,Qatar,QAT,334500,36,USA,W. BUSH,,Qatar,Doha,6.4.2003,6.5.2003,"Met with Emir Hamad Thani, visited U.S. Central Command headquarters and 
addressed U.S. military personnel. Overflew Baghdad en route to Qatar.",,,,2003
369,85,2314307,Asia,Qatar,QAT,334500,589,Russia,Putin,,Qatar,,2.12.2007,,President Vladimir Putin paid a working visit to Qatar,,,http://en.kremlin.ru/events/president/trips/45612,2007
370,86,2875422,Asia,Kuwait,KWT,301100,111,USA,W. BUSH,,Kuwait,"Kuwait City, Camp Arifjan",1.11.2008,1.12.2008,"Attended Roundtable on Democracy and Development. Met with Gen. Petraeus 
and Ambassador Crocker at Camp Arifjan and addressed U.S. military 
personnel.",,,,2008
371,87,39192111,Asia,Iraq,IRQ,596700,49,USA,W. BUSH,,Iraq,Baghdad,27.11.2003,27.11.2003,"Met with members of the Coalition Provisional Authority and the Iraqi 
Governing Council and addressed U.S. military personnel.",,,,2003
372,87,39192111,Asia,Iraq,IRQ,596700,82,USA,W. BUSH,,Iraq,Baghdad,13.6.2006,13.6.2006,Met with Prime Minister Maliki and addressed U.S. military personnel.,,,,2006
373,87,39192111,Asia,Iraq,IRQ,596700,107,USA,W. BUSH,,Iraq,Al-Assad Air Force Base,9.3.2007,9.3.2007,"Met with Gen. Petraeus, Secretary of State Rice, Secretary of Defense 
Gates, senior U.S. officials, and Iraqi political leaders.",,,,2007
374,87,39192111,Asia,Iraq,IRQ,596700,139,USA,W. BUSH,,Iraq,Baghdad,14.12.2008,14.12.2008,"Met with President Talabani and Prime Minister Maliki. Signed Strategic 
Framework and Security Agreements. Visited U.S. military personnel.",,,,2008
375,87,39192111,Asia,Iraq,IRQ,596700,147,USA,OBAMA,,Iraq,Baghdad,4.7.2009,4.7.2009,Met with President Talabani and U.S. military personnel.,,,,2009
376,87,39192111,Asia,Iraq,IRQ,596700,284,USA,TRUMP,,Iraq,Al Asad Air Base,26.12.2018,26.12.2018,Visited with U.S. military personnelserving in Western Iraq accompanied by First Lady Melania Trump. This was the president's first trip to a U.S. combat zone.[32],,,https://www.nbcdfw.com/news/politics/Trump-Makes-Surprise-Visit-to-Troops-in-Iraq-for-Christmas-503511221.html,2018
380,90,16204486,Asia,Cambodia,KHM,58940,772,China,Xi Jinping,,Cambodia,Phnom Penh,11.8.2017,11.8.2017,Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era introduced to Cambodian university students,Xi Jinping,http://news.xinhuanet.com/english/2017-11/08/c_136737926.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=27409,2017
382,90,16204486,Asia,Cambodia,KHM,58940,847,China,Hu Jintao,,Cambodia,Siem Reap,30.3.2012,4.1.2012,"Chinese president starts visit to Cambodia, Chinese president, Cambodian PM agree to advance ties, Chinese president, Cambodian king discuss all-around cooperation, Chinese President attends welcome banquet hosted by Cambodian King, Chinese president inspects restoration work for Takeo in Angkor complex","Hu Jintao, Sam Ol Kong, Hu Jintao, Sen Hun, Hu Jintao, Norodom Sihamoni, Hu Jintao, Norodom Sihamoni, Hu Jintao",http://news.xinhuanet.com/english/china/2012-04/02/c_131503434.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=13981,2012
384,91,68414135,Asia,Thailand,THA,1161000,136,USA,W. BUSH,,Thailand,Bangkok,8.6.2008,8.7.2008,Met with Prime Minister Samak and addressed Burmese activists.,,,,2008
385,91,68414135,Asia,Thailand,THA,1161000,189,USA,OBAMA,,Thailand,Bangkok,18.11.2012,19.11.2012,Met with King Bhumibol Adulyadej and Prime Minister Yingluck Shinawatra.,,,,2012
386,91,68414135,Asia,Thailand,THA,1161000,665,Russia,Putin,,Thailand,,21.10.2003,,President Vladimir Putinâs state visit to Thailand began with a meeting with the countryâs Prime Minister Thaksin Shinawatra,,,http://en.kremlin.ru/events/president/trips/45502,2003
389,92,7126706,Asia,Laos,LAO,40960,255,USA,OBAMA,,Laos,"Vientiane, Luang Prabang",9.5.2016,9.9.2016,"Met with President Bounnyang Vorachit and attended an East Asia Summit 
Meeting.",,,,2016
390,92,7126706,Asia,Laos,LAO,40960,771,China,Xi Jinping,,Laos,Vientiane,14.11.2017,14.11.2017,"Xi meets Bounnhang again on historic, fruitful visit to Laos, Xi urges young generations to advance China-Laos friendship, Xi calls for more China-Laos cooperation in public welfare, China, Laos agree to increase legislative exchanges, Chinese president meets Lao PM on ties, Xi's visit to deepen friendship, promote comprehensive cooperation","Xi Jinping, Bounnhang Vorachit, Xi Jinping, Bounnhang Vorachit, Xi Jinping, Pany Yathotu, Xi Jinping, Thongloun Sisoulith, Xi Jinping",http://news.xinhuanet.com/english/2017-11/14/c_136749635.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=27434,2017
391,92,7126706,Asia,Laos,LAO,40960,912,China,Hu Jintao,,Laos,Vientiane,19.11.2006,19.11.2006,"Hu Jintao met with Choummaly Sayasone, general secretary of the Central Committee of the Lao People's Revolutionary Party (PRP) and the Lao president.","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Wang Jiarui, Sayasone Choummaly",http://news.xinhuanet.com/english/2006-11/19/content_5350861.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=5541,2006
392,93,55123814,Asia,Myanmar,MMR,311100,190,USA,OBAMA,,Myanmar,Rangoon,19.11.2012,19.11.2012,"Met with President Thein Sein, National League for Democracy leader Aung 
San Suu Kyi, and representatives of Burmese civil society.",,,,2012
393,93,55123814,Asia,Myanmar,MMR,311100,225,USA,OBAMA,,Myanmar,"Nay Pyi Taw, Rangoon",11.12.2014,14.11.2014,"Attended a United States of America-Association of Southeast Asian Naations Summit 
Meeting.",,,,2014
395,94,96160163,Asia,Vietnam,VNM,594900,249,USA,OBAMA,,Vietnam,"Hanoi, Ho Chi Minh City",23.5.2016,25.5.2016,Met with President Tran Dai Quang and Prime Minister Nguyen Xuan Phuc.,,,,2016
397,94,96160163,Asia,Vietnam,VNM,594900,286,USA,TRUMP,,Vietnam,Hanoi,26.2.2019,28.2.2019,"Attended a summit meeting with North Korean leader Kim Jong-un. Also met 
with President Nguyá»n PhÃº Trá»ng and Prime Minister Nguyá»n XuÃ¢n PhÃºc. Trump 
made a refueling stop at an airbase in Qatar on the trip to Vietnam.",,,https://en.wikipedia.org/wiki/2019_North_Korea%E2%80%93United_States_Hanoi_Summit,2019
398,94,96160163,Asia,Vietnam,VNM,594900,341,Russia,Putin,,Vietnam,,11.10.2017,,Meeting with President of the Philippines Rodrigo Duterte,,,http://en.kremlin.ru/events/president/trips/56051,2017
399,94,96160163,Asia,Vietnam,VNM,594900,416,Russia,Putin,,Vietnam,,11.12.2013,,Official visit to Vietnam,,,http://en.kremlin.ru/events/president/trips/19608,2013
400,94,96160163,Asia,Vietnam,VNM,594900,477,Russia,Dmitry Medvedev,,Vietnam,,30.10.2010,,Russia and Vietnam â Towards New Horizons of Cooperation,,,http://en.kremlin.ru/events/president/trips/9387,2010
401,94,96160163,Asia,Vietnam,VNM,594900,597,Russia,Putin,,Vietnam,,19.11.2006,,Vladimir Putin and President of Vietnam Nguyen Minh Triet attended the opening ceremony of the Russian-Vietnamese Bank,,,http://en.kremlin.ru/events/president/trips/45603,2006
403,94,96160163,Asia,Vietnam,VNM,594900,723,Russia,Putin,,Vietnam,,3.1.2001,,President Vladimir Putin and Vietnamese President Tran Duc Luong held talks in Hanoi,,,http://en.kremlin.ru/events/president/trips/48853,2001
404,94,96160163,Asia,Vietnam,VNM,594900,800,China,Xi Jinping,,Vietnam,Hanoi,11.5.2015,11.6.2015,"Xi Jinping, Peng Liyuan attend welcome banquet in Vietnam, Xi kicks off landmark state visit to Vietnam amid warming ties, Xi arrives on Vietnam visit, aiming to outline future ties, Xi, Vietnamese leaders agree to boost win-win partnership, China calls for closer maritime cooperation with Vietnam, China ready to promote party-to-party communication with Vietnam, Xi hails China-Vietnam friendship, calling for proper handling of differences, China, Vietnam to launch joint inspection on waters outside mouth of Beibu Gulf, China, Vietnam agree on feasibility study of railway project","Xi Jinping, Nguyen Phu Trong, Xi Jinping, Nguyen Phu Trong, Xi Jinping",http://news.xinhuanet.com/english/2015-11/06/c_134791099.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=23453,2015
406,94,96160163,Asia,Vietnam,VNM,594900,925,China,Hu Jintao,,Vietnam,Hanoi,31.10.2005,11.1.2005,"Hu Jintao held talks with general secretary of the Central Committee of the Communist Party of Vietnam (CPV) Nong Duc Manh and Vietnamese President Tran Duc Luong., Hu Jintao met with Vietnamese Prime Minister Phan Van Khai., Hu Jintao met with Nguyen Van An, chairman of the Vietnamese National Assembly.","Hu Jintao, Bo Xilai, Wang Gang, Wang Jiarui, Nong Duc Manh, Tran Duc Luong, Hu Jintao, Bo Xilai, Wang Gang, Wang Jiarui, Phan Van Khai, Hu Jintao, Bo Xilai, Wang Gang, Wang Jiarui, Nguyen Van An",,http://www.chinavitae.com//vip/index.php?mode=show&id=4277,2005
407,95,25248140,Asia,North Korea,PRK,40000,294,USA,TRUMP,,North Korea,Joint Security Area,30.6.2019,30.6.2019,"Briefly walked into the northern side of the Joint Security Area of the 
Korean Demilitarized Zone, accompanied by North Korean leader Kim Jong-un, 
becoming the first sitting U.S. president to enter North Korea.",,,,2019
408,95,25248140,Asia,North Korea,PRK,40000,753,China,Xi Jinping,,North Korea,Pyongyang,20.6.2019,21.6.2019,"China ready to join DPRK for brighter future of ties, regional peace, prosperity, Xi, met with Kim Jong Un in Pyongyang, says China supports political settlement of Korean Peninsula issue, China ready to join DPRK in turning blueprint of bilateral ties into reality","Xi Jinping,  Kim Jong Un, Xi Jinping,  Kim Jong Un,  Ri Sol Ju, Liyuan Peng",http://www.xinhuanet.com/english/2019-06/21/c_138162516.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29700,2019
409,95,25248140,Asia,North Korea,PRK,40000,926,China,Hu Jintao,,North Korea,Pyongyang,28.10.2005,29.10.2005,"Hu Jintao held talks with Kim Jong-il, general secretary of the Workers' Party of Korea and chairman of the DPRK's National Defense Commission., Hu Jintao met with Kim Yong Nam, president of the Presidium of the Supreme People's Assembly of the Democratic People's Republic of Korea (DPRK).","Hu Jintao, Li Zhaoxing, Wang Gang, Wang Jiarui,  Kim Jong-il, Hu Jintao, Li Zhaoxing, Wang Gang, Wang Jiarui,  Kim Yong Nam",,http://www.chinavitae.com//vip/index.php?mode=show&id=4271,2005
410,95,25248140,Asia,North Korea,PRK,40000,969,China,Jiang Zemin,,North Korea,,9.4.2001,9.4.2001,General Secretary Jiang Zemin Holds Talks with General Secretary Kim Jong Il,"Jiang Zemin, Kim Jong Il",https://www.fmprc.gov.cn/web/ziliao_674904/zt_674979/ywzt_675099/2355_676073/2361_676087/,,2001
411,96,51181299,Asia,South Korea,KOR,1929000,13,USA,W. BUSH,,South Korea,"Seoul, Dorasan, Osan",19.2.2002,21.2.2002,"Met with President Kin Dae-Jung, visited the Demilitarized Zone, addressed 
U.S. military personnel.",,,,2002
413,96,51181299,Asia,South Korea,KOR,1929000,135,USA,W. BUSH,,South Korea,"Seoul, Yongsan",8.5.2008,8.6.2008,Met with President Lee and addressed U.S. military personnel.,,,,2008
414,96,51181299,Asia,South Korea,KOR,1929000,163,USA,OBAMA,,South Korea,"Osan, Seoul",18.11.2009,19.11.2009,Met with President Lee.,,,,2009
416,96,51181299,Asia,South Korea,KOR,1929000,185,USA,OBAMA,,South Korea,Seoul,25.3.2012,27.3.2012,"Attended the Nuclear Security Summit. Met with President Lee Myung-bak and 
visited the Demilitarized Zone.",,,,2012
417,96,51181299,Asia,South Korea,KOR,1929000,214,USA,OBAMA,,South Korea,Seoul,25.4.2014,26.4.2014,"Met with President Park Geun-hye, attended a wreath-laying ceremony at the 
National War Memorial, and visited U.S. military personnel.",,,,2014
418,96,51181299,Asia,South Korea,KOR,1929000,272,USA,TRUMP,,South Korea,"Osan, Seoul",11.7.2017,11.8.2017,"Met with President Moon Jae-In. Visited U.S. Military personnel at 
Garrisons Humphreys and Yongsan.",,,,2017
419,96,51181299,Asia,South Korea,KOR,1929000,293,USA,TRUMP,,South Korea,"Seoul,
Korean Demilitarized Zone",29.6.2019,30.6.2019,"Met with President Moon Jae-in. Visited the Korean Demilitarized Zone. 
Attended the KoreasâUnited States of America DMZ Summit with President Moon and North 
Korean leader Kim Jong-un at the Inter-Korean Freedom House on the southern 
side of the Joint Security Area of the Korean Demilitarized Zone. Visited 
U.S. troops at Osan Air Base.",,,,2019
